12,17.81,5,5,1
4,11.19,5,5,1
13,19.08,5,5,1
121,51.04,0,0,0
121,48.95,0,0,0
121,51.71,0,0,0
15,17.59,5,5,1
13,18.37,5,5,1
5,13.34,5,5,1
121,52.35,0,0,0
121,51.41,0,0,0
121,52,0,0,0
13,18.21,5,5,1
12,16.02,5,5,1
10,15.91,5,5,1
121,50.45,0,0,0
121,52.2,0,0,0
121,52.08,0,0,0
13,17.65,5,5,1
5,12.84,5,5,1
12,17.34,5,5,1
121,50.34,0,0,0
121,50.43,0,0,0
121,50.89,0,0,0
11,16.01,5,5,1
13,19.1,5,5,1
12,17.61,5,5,1
121,56.1,0,0,0
121,50.85,0,0,0
121,50.19,0,0,0
11,15.59,5,5,1
6,14.99,5,5,1
14,17.43,5,5,1
121,55.01,0,0,0
121,52.82,0,0,0
121,49.05,0,0,0
0,5.85,5,5,1
16,17.19,5,5,1
13,15.78,5,5,1
14,19.28,5,5,1
16,25.78,5,5,1
121,51.99,0,0,0
121,52.76,0,0,0
121,50.13,0,0,0
0,6.22,5,5,1
13,16.16,5,5,1
15,15.36,5,5,1
18,18.95,5,5,1
11,21.36,5,5,1
121,54.02,0,0,0
121,49.33,0,0,0
121,48,0,0,0
12,17.21,5,5,1
9,16.77,5,5,1
15,19.08,5,5,1
121,50.01,0,0,0
121,57.54,0,0,0
121,48.2,0,0,0
10,17.46,5,5,1
6,13.4,5,5,1
13,18.25,5,5,1
121,48.16,0,0,0
121,51.99,0,0,0
121,55.15,0,0,0
8,16.22,5,5,1
14,20.49,5,5,1
14,19.6,5,5,1
121,54.14,0,0,0
121,48.11,0,0,0
121,51.29,0,0,0
10,18.96,5,5,1
11,18.5,5,5,1
12,18.85,5,5,1
122,52.91,0,0,0
121,55.64,0,0,0
121,58.95,0,0,0
11,17.1,5,5,1
11,16.32,5,5,1
13,18.58,5,5,1
122,51.76,0,0,0
121,52.23,0,0,0
121,52.09,0,0,0
0,6.55,5,5,1
13,10.38,5,5,1
12,19.34,5,5,1
22,22.19,5,5,1
11,20.21,5,5,1
17,28.03,5,5,1
9,26.32,5,5,1
13,29.11,5,5,1
4,27.37,5,5,1
122,45.46,0,0,0
122,54.74,0,0,0
121,52.1,0,0,0
10,17.94,5,5,1
11,20.09,5,5,1
10,17.16,5,5,1
122,53.59,0,0,0
122,53.46,0,0,0
121,55.18,0,0,0
12,18.61,5,5,1
9,17,5,5,1
11,18.46,5,5,1
121,54.51,0,0,0
121,52.08,0,0,0
122,53.6,0,0,0
0,6.89,5,5,1
7,8.78,5,5,1
15,19.37,5,5,1
16,18.51,5,5,1
11,23.77,5,5,1
10,18.16,5,5,1
9,22.73,5,5,1
12,25.46,5,5,1
122,50.83,0,0,0
121,56.39,0,0,0
121,54.13,0,0,0
11,18.78,5,5,1
11,18.2,5,5,1
9,16.92,5,5,1
121,53.31,0,0,0
122,52.81,0,0,0
121,53.36,0,0,0
10,17.05,5,5,1
9,18.68,5,5,1
11,20.61,5,5,1
121,55.22,0,0,0
123,53.52,0,0,0
121,55.17,0,0,0
13,13.25,5,5,1
12,17.51,5,5,1
12,18.84,5,5,1
12,19.97,5,5,1
15,26.03,5,5,1
2,23.55,5,5,1
13,26.25,5,5,1
10,25.55,5,5,1
121,57.1,0,0,0
121,59.82,0,0,0
121,55.45,0,0,0
9,14.9,5,5,1
9,15.29,5,5,1
13,18.56,5,5,1
121,54.52,0,0,0
122,50.61,0,0,0
121,55.32,0,0,0
13,18.08,5,5,1
0,5.34,5,5,1
13,20.41,5,5,1
24,28.4,5,5,1
3,29.23,5,5,1
13,28.98,5,5,1
6,28.33,5,5,1
122,56.88,0,0,0
121,53.96,0,0,0
121,54.95,0,0,0
4,8.96,5,5,1
13,18.2,5,5,1
13,17.7,5,5,1
12,16.01,5,5,1
9,21.6,5,5,1
121,53.86,0,0,0
121,54.29,0,0,0
122,48.7,0,0,0
9,16.35,5,5,1
10,18.7,5,5,1
10,19,5,5,1
122,52.53,0,0,0
122,51.6,0,0,0
122,51.67,0,0,0
11,16.84,5,5,1
9,17.6,5,5,1
11,17.91,5,5,1
11,26.51,5,5,1
122,53.27,0,0,0
122,50.8,0,0,0
121,53.3,0,0,0
0,5.87,5,5,1
11,17.93,5,5,1
13,16.04,5,5,1
10,17.37,5,5,1
6,21.26,5,5,1
6,21.56,5,5,1
10,22.6,5,5,1
122,53.46,0,0,0
122,55.39,0,0,0
121,52.4,0,0,0
12,16.84,5,5,1
7,14.57,5,5,1
13,17.57,5,5,1
122,53.5,0,0,0
122,47.96,0,0,0
122,49.77,0,0,0
11,17.66,5,5,1
10,16.36,5,5,1
12,18.84,5,5,1
121,57.73,0,0,0
121,51.01,0,0,0
121,53.34,0,0,0
9,16.61,5,5,1
