153.6800842,209.3946228,0,0,0
153.7297211,193.4151306,0,0,0
153.2829742,198.7416229,0,0,0
153.6800842,205.1492462,0,0,0
153.6304474,190.1717682,0,0,0
153.7297211,190.7255096,0,0,0
153.7793579,189.169754,0,0,0
153.6800842,181.2327423,0,0,0
153.7297211,195.8937988,0,0,0
153.6800842,185.108963,0,0,0
153.7793579,193.4942322,0,0,0
153.5311737,189.6180267,0,0,0
153.6800842,211.7150726,0,0,0
153.7297211,193.3360138,0,0,0
153.6304474,179.7297211,0,0,0
153.7297211,173.1111603,0,0,0
153.8786316,188.4577942,0,0,0
153.7297211,203.7780609,0,0,0
153.6800842,205.4393005,0,0,0
153.7297211,193.3360138,0,0,0
153.6800842,178.3849182,0,0,0
153.9282837,196.7375946,0,0,0
153.6304474,205.2810822,0,0,0
153.7793579,191.9384766,0,0,0
153.7297211,173.4012146,0,0,0
153.8289948,184.8716431,0,0,0
153.7793579,182.4984436,0,0,0
153.7297211,169.8414154,0,0,0
153.7793579,185.8209076,0,0,0
153.6304474,188.3786926,0,0,0
153.7297211,183.526825,0,0,0
153.7297211,166.9935913,0,0,0
153.7793579,195.181839,0,0,0
153.6800842,196.5266418,0,0,0
153.8786316,193.3360138,0,0,0
153.6800842,189.1433868,0,0,0
153.7793579,193.7579193,0,0,0
153.6304474,184.9507446,0,0,0
153.7793579,209.7110443,0,0,0
153.6800842,203.0133667,0,0,0
153.7297211,171.8190765,0,0,0
153.6800842,204.3318024,0,0,0
153.8786316,187.6403656,0,0,0
153.7793579,193.6524506,0,0,0
153.8289948,194.3116608,0,0,0
153.7793579,178.8595581,0,0,0
153.7297211,204.4109192,0,0,0
153.7297211,204.8064423,0,0,0
153.6800842,196.8430786,0,0,0
153.5808105,193.7315521,0,0,0
153.8289948,193.0195923,0,0,0
153.7297211,209.8165131,0,0,0
153.7545471,193.0459595,0,0,0
153.8289948,187.9040527,0,0,0
153.7793579,170.869812,0,0,0
153.9282837,181.8919678,0,0,0
153.8289948,184.8716431,0,0,0
153.6800842,203.9362793,0,0,0
153.7793579,189.8817139,0,0,0
153.6800842,190.8309784,0,0,0
153.7297211,194.3116608,0,0,0
153.8289948,199.8227386,0,0,0
153.6800842,178.9386597,0,0,0
153.7297211,190.039917,0,0,0
153.7793579,182.3402252,0,0,0
153.6304474,189.0906525,0,0,0
153.9282837,189.5652771,0,0,0
153.6800842,175.062439,0,0,0
153.6800842,193.8897705,0,0,0
153.6800842,192.3867493,0,0,0
153.7793579,167.4945984,0,0,0
153.7297211,193.8106537,0,0,0
153.7297211,175.9589844,0,0,0
153.7297211,180.837204,0,0,0
153.8289948,177.6993256,0,0,0
153.7793579,171.5817566,0,0,0
153.6800842,208.9463501,0,0,0
153.6800842,183.8432617,0,0,0
153.7297211,171.4235535,0,0,0
153.7793579,172.0563965,0,0,0
153.7793579,183.289505,0,0,0
153.7297211,203.2243195,0,0,0
